_version_,age_in_days,age_in_weeks,allele_accession_id,allele_symbol,allelic_composition,biological_sample_group,category,colony_id,data_point,datasource_name,date_of_birth,date_of_experiment,developmental_stage_acc,developmental_stage_name,discrete_point,experiment_id,experiment_source_id,external_sample_id,gene_accession_id,gene_symbol,genetic_background,id,life_stage_acc,life_stage_name,litter_id,metadata,metadata_group,observation_id,observation_type,parameter_name,parameter_stable_id,phenotyping_center,pipeline_name,pipeline_stable_id,procedure_group,procedure_name,procedure_sequence_id,procedure_stable_id,production_center,project_name,sex,specimen_id,strain_accession_id,strain_name,sub_term_description,sub_term_id,sub_term_name,text_value,time_point,weight,weight_date,weight_days_old,weight_parameter_stable_id,zygosity
1816867829136228356,64,9,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,1946.1,EuroPhenome,2009-07-26T00:00:00Z,2009-09-28T00:00:00Z,EFO:0002948,postnatal,8.0,c5d4e2b1e8e48df4bf7d7f90b8fe9f26,EXP103589,318428,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,f7188eb5-9a0b-4d9e-ac46-f03a6977bd8d,IMPCLS:0005,Early adult,unknown,"['Central zone surface (% of total) = 42', 'Equipment manufacturer = TSE Systems', 'Equipment model = 07.01', 'Equipment name = ActiMot / MoTil', 'Light intesity in the center of the arena = 171.0', 'No of animals per cage = 3']",d41d8cd98f00b204e9800998ecf8427e,d263e91a34fdda9c32ab4089aa413fc3,time_series,Distance Traveled - 5min,M-G-P_007_001_001,WTSI,MGP Pipeline,M-G-P_001,M-G-P_007,Open Field,EXP103589,M-G-P_007_001,WTSI,EUMODIC,female,75e6df5113bbb1a73fce484fc73a90d5,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-09-28T00:00:00Z,21.2,2009-09-29T00:00:00Z,65,M-G-P_009_001_003,homozygote
1816867830418636805,70,10,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,Normal,EPD0103_5_A10,,EuroPhenome,2009-09-21T00:00:00Z,2009-11-30T00:00:00Z,EFO:0002948,postnatal,,54d1907d8f52417a01f63a2822f1491e,EXP118072,354067,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,70328cc8-0b8e-416d-9e4a-6f31a95581f8,IMPCLS:0005,Early adult,unknown,,d41d8cd98f00b204e9800998ecf8427e,8f072a7c2ba125240746c6cde3fed41a,categorical,Hindlimb size,M-G-P_026_001_024,WTSI,MGP Pipeline,M-G-P_001,M-G-P_026,Dysmorphology,EXP118072,M-G-P_026_001,WTSI,EUMODIC,female,b5652a345d1d9c89f6d2d79ddfe264ba,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,31.5,2009-11-30T00:00:00Z,70,M-G-P_012_001_005,homozygote
1816867806409392133,106,15,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,normal,EPD0103_5_A10,,EuroPhenome,2009-09-21T00:00:00Z,2010-01-05T00:00:00Z,EFO:0002948,postnatal,,752de942eee8359d8a3da271a9cf5b56,EXP124877_OPTH,354066,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,94f882ab-4b04-4deb-b734-65d8d16028c4,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = heine', 'Equipment model = omega 500 unplugged', 'Equipment name = indirect binocular ophthalmoscope', 'Topical agent(s) = tropicamide']",d41d8cd98f00b204e9800998ecf8427e,f5099e3b524422889a2327f989a4ba9d,categorical,Right Eye Blood Vessels,M-G-P_013_001_014,WTSI,MGP Pipeline,M-G-P_001,M-G-P_013,Ophthalmoscope,EXP124877_OPTH,M-G-P_013_001,WTSI,EUMODIC,male,6d5e54e515de276618be97604f46751b,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,37.1,2010-01-05T00:00:00Z,106,M-G-P_013_001_018,homozygote
1816867806756470788,84,12,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,103.0,EuroPhenome,2009-07-28T00:00:00Z,2009-10-20T00:00:00Z,EFO:0002948,postnatal,8.52,8dfc9cd4b8641553123e31b0aedd8cc0,EXP109614,318403,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,a290fc40-e042-4b66-ae6e-0d61aa1990b1,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,24e50c012b3302ecaaa46d75237a05fa,time_series,Oxygen consumption ,M-G-P_003_001_003,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP109614,M-G-P_003_001,WTSI,EUMODIC,male,79cc820d561999cc254eeaaf32e41f45,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-10-20T00:00:00Z,40.9,2009-10-20T00:00:00Z,84,M-G-P_003_001_001,homozygote
1816867808842088449,82,11,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,970.58826,EuroPhenome,2009-09-19T00:00:00Z,2009-12-10T00:00:00Z,EFO:0002948,postnatal,5.56,e200c5f06c749c845ede76490a566b64,EXP120859,354075,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,dbf1f409-03fa-4772-abed-f837a217af14,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,ef645bcf65d41c8e288e3549b9d222f8,time_series,Total activity  (no. of fine movement + no. of beam cuts),M-G-P_003_001_008,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP120859,M-G-P_003_001,WTSI,EUMODIC,male,bc3a0e569fe364fda24495f02ce2eb17,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-12-10T00:00:00Z,39.7,2009-12-10T00:00:00Z,82,M-G-P_003_001_001,homozygote
1816867809516322823,80,11,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,101.0,EuroPhenome,2009-09-21T00:00:00Z,2009-12-10T00:00:00Z,EFO:0002948,postnatal,16.35,8aacd772b571a13960cc06c5508d0693,EXP120860,354066,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,34c9408e-a771-4952-8f8c-a8b846de1b75,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,4d5052ea6b143f5f9ed3cce645433653,time_series,Oxygen consumption ,M-G-P_003_001_003,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP120860,M-G-P_003_001,WTSI,EUMODIC,male,6d5e54e515de276618be97604f46751b,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-12-10T00:00:00Z,34.7,2009-12-10T00:00:00Z,80,M-G-P_003_001_001,homozygote
1816867810256617482,81,11,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,128.0,EuroPhenome,2009-07-31T00:00:00Z,2009-10-20T00:00:00Z,EFO:0002948,postnatal,12.23,815471238bcc11bc96b7e789473cab2a,EXP109616,318409,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,d7b7e8f9-cd78-473c-a620-a5ad8aa27d9f,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,950a9eed2dfabd976b4245fc04785b92,time_series,Oxygen consumption ,M-G-P_003_001_003,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP109616,M-G-P_003_001,WTSI,EUMODIC,male,1445055e7c8cd4b7e78882703bc81c6f,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-10-20T00:00:00Z,31.5,2009-10-20T00:00:00Z,81,M-G-P_003_001_001,homozygote
1816867811691069441,84,12,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,1.24,EuroPhenome,2009-07-28T00:00:00Z,2009-10-20T00:00:00Z,EFO:0002948,postnatal,9.62,8dfc9cd4b8641553123e31b0aedd8cc0,EXP109614,318403,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,1efdef5e-82d2-4a01-8262-dd661fd2d739,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,a5dc6d1071a0bb229b14f452292677a4,time_series,Cumulative food intake ,M-G-P_003_001_012,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP109614,M-G-P_003_001,WTSI,EUMODIC,male,79cc820d561999cc254eeaaf32e41f45,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-10-20T00:00:00Z,40.9,2009-10-20T00:00:00Z,84,M-G-P_003_001_001,homozygote
1816867811933290508,65,9,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,165.3,EuroPhenome,2009-07-26T00:00:00Z,2009-09-29T00:00:00Z,EFO:0002948,postnatal,1.0,ce765761ee66282ee0d719018d241b85,EXP103917,318430,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,3998e731-8f0d-4553-8742-ce6b95db2628,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = BIOSEB', 'Equipment model = BIO-GT3+MR', 'Equipment name = GRIPTEST V3.11']",d41d8cd98f00b204e9800998ecf8427e,bc03d026edaa67d1b68888fd01bea410,time_series,Forelimb and hindlimb grip strength measurement,M-G-P_009_001_002,WTSI,MGP Pipeline,M-G-P_001,M-G-P_009,Grip Strength,EXP103917,M-G-P_009_001,WTSI,EUMODIC,female,bb6f747531e6e326e3114788b57aa34e,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-09-29T00:00:00Z,23.3,2009-09-29T00:00:00Z,65,M-G-P_009_001_003,homozygote
1816867752871198727,65,9,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,Present,EPD0103_5_A10,,EuroPhenome,2009-07-26T00:00:00Z,2009-09-29T00:00:00Z,EFO:0002948,postnatal,,21876d69857bb202a9282685a7ee7d6b,EXP103809,318430,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,3d47be83-7484-480e-b1c4-3b6d7a4fbeb9,IMPCLS:0005,Early adult,unknown,"['Location of test = laminar flow', 'Number of animals per cage = 4', 'Number of days since animals were cleaned = 8']",d41d8cd98f00b204e9800998ecf8427e,10ba57efde4be3c6f4aef6786a035909,categorical,Pinna Reflex,M-G-P_008_001_018,WTSI,MGP Pipeline,M-G-P_001,M-G-P_008,Modified SHIRPA,EXP103809,M-G-P_008_001,WTSI,EUMODIC,female,bb6f747531e6e326e3114788b57aa34e,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,23.3,2009-09-29T00:00:00Z,65,M-G-P_009_001_003,homozygote
1816867753005416455,1263,180,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,,IMPC,2009-07-31T00:00:00Z,2013-01-14T00:00:00Z,EFO:0002948,postnatal,,3166a158a19bbf77a64c64bf9687ee74,Histopathology_4111,318409,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,6bb22f04-93e3-4970-b39f-ce9dad821f29,IMPCLS:0005,Early adult,unknown,"['Experimenter ID = 101111', 'Section thickness = 4', 'Severity maximum score = 4', 'Stain = H&E']",d41d8cd98f00b204e9800998ecf8427e,6453717fb83603769fe2e01f7ba5c600,ontological,Skin - MPATH process term,IMPC_HIS_123_001,WTSI,MGP Select Pipeline,MGP_001,IMPC_HIS,Histopathology,1,IMPC_HIS_001,WTSI,MGP,male,1445055e7c8cd4b7e78882703bc81c6f,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,['No pathological entity observable.'],['MPATH:458'],['normal'],,,,,,,homozygote
1816867754259513349,,,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,MBLR,2.0,IMPC,,,,,,6dbbd92b45f03d9b0242fc0bd5af9825,IMPC_FER_001-MBLR,,MGI:1347093,Fto,involves: B6Brd;B6Dnk;B6N-Tyr<c-Brd>,3d43450e-c77a-41d8-8350-55e196b2ca18,IMPCLS:0005,Early adult,,"['Age of set up = 7', 'Test strain background secondary  (MGI ID) = MGI:5446362', 'Test strain genotype = Homozygous', 'Time spent in breeding = 95']",d41d8cd98f00b204e9800998ecf8427e,8fd88fc08808109fde63ead1172d1e5e,unidimensional,Total matings (Female Screen),IMPC_FER_011_001,WTSI,MGP Select Pipeline,MGP_001,IMPC_FER,Fertility of Homozygous Knock-out Mice,,IMPC_FER_001,,EUMODIC,female,,MGI:5446362,B6Brd;B6Dnk;B6N-Tyr<c-Brd>,,,,,,,,,,homozygote
1816867754309844997,106,15,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,normal,EPD0103_5_A10,,EuroPhenome,2009-09-21T00:00:00Z,2010-01-05T00:00:00Z,EFO:0002948,postnatal,,80760559008e31c3d90c0346d295c6b8,EXP124878_OPTH,354067,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,a5b73d92-0686-4086-8260-75b263509eb7,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = heine', 'Equipment model = omega 500 unplugged', 'Equipment name = indirect binocular ophthalmoscope', 'Topical agent(s) = tropicamide']",d41d8cd98f00b204e9800998ecf8427e,d03fd2cd4c74979b204df8a5014662dc,categorical,Left Retina Pigmentation,M-G-P_013_001_004,WTSI,MGP Pipeline,M-G-P_001,M-G-P_013,Ophthalmoscope,EXP124878_OPTH,M-G-P_013_001,WTSI,EUMODIC,female,b5652a345d1d9c89f6d2d79ddfe264ba,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,39.7,2010-01-05T00:00:00Z,106,M-G-P_013_001_018,homozygote
1816867755521998853,98,14,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,normal,EPD0103_5_A10,,EuroPhenome,2009-09-01T00:00:00Z,2009-12-08T00:00:00Z,EFO:0002948,postnatal,,e7989a580813942d0e251e4378708c3c,EXP119923,339252,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,13d06645-75da-424d-ae06-26b472614cde,IMPCLS:0005,Early adult,unknown,"['Experimenter (Analysis) = 609', 'Experimenter (Scan) = 609', 'Scanner Equipment manufacturer = n/a', 'Scanner Equipment model = n/a', 'Scanner Equipment name  = n/a', 'Settings level = 1', 'Settings time of exposure = 10', 'Voltage settings = 23', 'Xray Equipment manufacturer = faxitron x-ray corporation', 'Xray Equipment model = mx 20', 'Xray Equipment name  = specimen radiography system']",d41d8cd98f00b204e9800998ecf8427e,97ca433368d28b3755a298071c020be2,categorical,Shape of ribs,M-G-P_006_001_017,WTSI,MGP Pipeline,M-G-P_001,M-G-P_006,X-ray,EXP119923,M-G-P_006_001,WTSI,EUMODIC,female,48d1aa3e283e83f47c40d12ba59c2616,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,32.7,2009-12-08T00:00:00Z,98,M-G-P_005_001_001,homozygote
1816867757929529348,98,14,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,normal,EPD0103_5_A10,,EuroPhenome,2009-09-01T00:00:00Z,2009-12-08T00:00:00Z,EFO:0002948,postnatal,,439037f3c4bc315dd6ebf036d6600328,EXP119924,339253,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,9f18a8d1-29dc-4c01-a78b-dc63a2286ba9,IMPCLS:0005,Early adult,unknown,"['Experimenter (Analysis) = 609', 'Experimenter (Scan) = 609', 'Scanner Equipment manufacturer = n/a', 'Scanner Equipment model = n/a', 'Scanner Equipment name  = n/a', 'Settings level = 1', 'Settings time of exposure = 10', 'Voltage settings = 23', 'Xray Equipment manufacturer = faxitron x-ray corporation', 'Xray Equipment model = mx 20', 'Xray Equipment name  = specimen radiography system']",d41d8cd98f00b204e9800998ecf8427e,f1e6a7c92ed5128767e802db50cdc735,categorical,Scapulae,M-G-P_006_001_018,WTSI,MGP Pipeline,M-G-P_001,M-G-P_006,X-ray,EXP119924,M-G-P_006_001,WTSI,EUMODIC,female,febc3b8c597cc52115e41b7076fcce9e,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,35.9,2009-12-08T00:00:00Z,98,M-G-P_005_001_001,homozygote
1816867758452768772,108,15,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,14.53,EuroPhenome,2009-07-31T00:00:00Z,2009-11-16T00:00:00Z,EFO:0002948,postnatal,,23c28ea784ae3e848dff016f996a0d82,EXP144234,318409,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,ddb628a6-17f0-446c-b7f8-56bf212e6109,IMPCLS:0005,Early adult,unknown,"['Anaesthesia used for blood collection = injection narcosis with ketamine (100mg/kg)/xylazine (10mg/kg)', 'Date/Time of blood collection = 16/11/009 10:12:00', 'Equipment manufacturer = scil Vet', 'Equipment model = abc hematology analyzer', 'Equipment name = scil Vet abc hematology analyzer', 'Method of blood collection = retro-orbital puncture']",d41d8cd98f00b204e9800998ecf8427e,3326a18dee434be77eaf48ce1c91a447,unidimensional,Haemoglobin,M-G-P_016_001_003,WTSI,MGP Pipeline,M-G-P_001,M-G-P_016,Haematology test,EXP144234,M-G-P_016_001,WTSI,EUMODIC,male,1445055e7c8cd4b7e78882703bc81c6f,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,35.4,2009-11-16T00:00:00Z,108,M-G-P_020_001_001,homozygote
1816867721194766345,72,10,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,Normal,EPD0103_5_A10,,EuroPhenome,2009-09-19T00:00:00Z,2009-11-30T00:00:00Z,EFO:0002948,postnatal,,ae32adb5acdfd7df4749e5078d348c46,EXP118070,354075,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,dc56de86-9ad5-4573-ac24-ad48eb77d5bb,IMPCLS:0005,Early adult,unknown,,d41d8cd98f00b204e9800998ecf8427e,8f1b3e779a0641069d34ddc6684a09a9,categorical,Hindlimb size,M-G-P_026_001_024,WTSI,MGP Pipeline,M-G-P_001,M-G-P_026,Dysmorphology,EXP118070,M-G-P_026_001,WTSI,EUMODIC,male,bc3a0e569fe364fda24495f02ce2eb17,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,36.7,2009-11-30T00:00:00Z,72,M-G-P_012_001_005,homozygote
1816867722414260235,69,9,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,Present,EPD0103_5_A10,,EuroPhenome,2009-07-28T00:00:00Z,2009-10-05T00:00:00Z,EFO:0002948,postnatal,,2ab70a27e9f50b09668ab67cc9e061f3,EXP105101,318403,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,5c1140ac-8596-4690-9074-757c51f5bc39,IMPCLS:0005,Early adult,unknown,,d41d8cd98f00b204e9800998ecf8427e,0769f6bdcfe269b9ae9c6ee97be74bb4,categorical,Eyes,M-G-P_026_001_017,WTSI,MGP Pipeline,M-G-P_001,M-G-P_026,Dysmorphology,EXP105101,M-G-P_026_001,WTSI,EUMODIC,male,79cc820d561999cc254eeaaf32e41f45,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,35.7,2009-10-05T00:00:00Z,69,M-G-P_012_001_005,homozygote
1816867722690035720,64,9,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,Absent,EPD0103_5_A10,,EuroPhenome,2009-09-21T00:00:00Z,2009-11-24T00:00:00Z,EFO:0002948,postnatal,,3d48462b7b153c14778cd862b258f0ed,EXP117036,354067,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,a8614613-3ac6-4bc8-9bcb-1fa876d34d9d,IMPCLS:0005,Early adult,unknown,"['Location of test = laminar flow', 'Number of animals per cage = 3', 'Number of days since animals were cleaned = 8']",d41d8cd98f00b204e9800998ecf8427e,b420246a6b6834f80ae500949d3eae5d,categorical,Tremor ,M-G-P_008_001_002,WTSI,MGP Pipeline,M-G-P_001,M-G-P_008,Modified SHIRPA,EXP117036,M-G-P_008_001,WTSI,EUMODIC,female,b5652a345d1d9c89f6d2d79ddfe264ba,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,28.8,2009-11-24T00:00:00Z,64,M-G-P_009_001_003,homozygote
1816867723135680520,113,16,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,8.4,EuroPhenome,2009-07-26T00:00:00Z,2009-11-16T00:00:00Z,EFO:0002948,postnatal,,df3763ea77424a44df73b330a83796e7,EXP153100,318430,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,fb990602-0df7-429a-a7d3-ea067852d718,IMPCLS:0005,Early adult,unknown,"['Anaesthesia used for blood collection = Ketamine (100mg/kg)/Xylazine (10mg/kg)', 'Approximate period of fasting = 0', 'Date/Time of blood collection = 16/11/009 09:27:00', 'Equipment manufacturer = Olympus', 'Equipment model = AU400', 'Equipment name = Olympus AU400', 'Fasting prior to experiment = No', 'Haemolysis status = NP', 'Method of blood collection = Retro Orbital', 'Moved from cage for fasting = No', 'Plasma dilution = Neat plasma', 'Sample status = Fresh']",0163ed1f2e442faa5e9e94554d82f875,7bafe1c9e0f918e6615fdc1b4a1f871c,unidimensional,Urea,M-G-P_025_001_002,WTSI,MGP Pipeline,M-G-P_001,M-G-P_025,Clinical Chemistry,EXP153100,M-G-P_025_001,WTSI,EUMODIC,female,bb6f747531e6e326e3114788b57aa34e,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,,31.5,2009-11-16T00:00:00Z,113,M-G-P_020_001_001,homozygote
1816867723453399042,86,12,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,,EPD0103_5_A10,81.81818,EuroPhenome,2009-07-26T00:00:00Z,2009-10-20T00:00:00Z,EFO:0002948,postnatal,-0.95,2c76304b6feae6c108a46513a6eace88,EXP109617,318424,MGI:1347093,Fto,involves: C57BL/6JTyr;C57BL/6N,4d522a0c-e1b6-4ece-8a15-c5410416255b,IMPCLS:0005,Early adult,unknown,"['Equipment manufacturer = TSE systems', 'Equipment model = Labmaster CaloSys, (Dri)+Fed, Act.X,Y 16Mice', 'Equipment name = Labmaster Calosys', 'Normal room temperature span = 2.0', 'Room Temperature = 21.0']",d41d8cd98f00b204e9800998ecf8427e,1b40457f260ee5ce38e27b064dd8c4c0,time_series,Ambulatory activity  (no. of beam cuts),M-G-P_003_001_007,WTSI,MGP Pipeline,M-G-P_001,M-G-P_003,Indirect Calorimetry,EXP109617,M-G-P_003_001,WTSI,EUMODIC,male,937bea8de16bb02ecdab480b1feaaf74,IMPC-CURATE-33E61,C57BL/6JTyr;C57BL/6N,,,,,2009-10-20T00:00:00Z,36.5,2009-10-20T00:00:00Z,86,M-G-P_003_001_001,homozygote
1816867728573595657,1276,182,MGI:4432397,Fto<tm1a(EUCOMM)Wtsi>,Fto<tm1a(EUCOMM)Wtsi>/Fto<tm1a(EUCOMM)Wtsi>,experimental,0,MBLR,,IMPC,2009-07-26T00:00:00Z,2013-01-22T00:00:00Z,EFO:0002948,postnatal,,f6ef7220cba911cf964027e8bf477ffc,Histopathology_4112,318428,MGI:1347093,Fto,involves: B6Brd;B6Dnk;B6N-Tyr<c-Brd>,700b659e-d3e5-4356-80be-20a03681ad57,IMPCLS:0005,Early adult,MBLR_20090726,"['Experimenter ID = 101111', 'Section thickness = 4', 'Severity maximum score = 4', 'Stain = H&E']",d41d8cd98f00b204e9800998ecf8427e,82f7927bac597322093e09fbe3ee588d,categorical,Heart - Significance score,IMPC_HIS_184_001,WTSI,MGP Select Pipeline,MGP_001,IMPC_HIS,Histopathology,1,IMPC_HIS_001,WTSI,MGP,female,75e6df5113bbb1a73fce484fc73a90d5,MGI:5446362,B6Brd;B6Dnk;B6N-Tyr<c-Brd>,,,,,,,,,,homozygote
